ENSRNOG00000001777_AABR07034428.1,"[2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2]","[2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2]"
ENSRNOG00000001781_Lmln,[0],[1],[0],[0],[0],[0]
ENSRNOG00000001786_Snx4,[0],[1],[1],[1],[2],[2]
ENSRNOG00000001789_Zfp148,[0],[1],[0],[0],[0],[0]
ENSRNOG00000001792_Slc12a8,[2],[2],[2],[2],[2],[2]
ENSRNOG00000001793_Heg1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000001794_Muc13,"[2, 1, 1, 1, 1, 3, 1, 1, 1]","[2, 1, 0, 1, 2, 2, 2, 1, 0]","[2, 1, 0, 1, 2, 2, 2, 1, 0]","[2, 1, 0, 1, 2, 2, 2, 1, 0]","[2, 1, 0, 1, 2, 2, 2, 1, 0]","[2, 1, 0, 1, 2, 2, 2, 1, 0]"
ENSRNOG00000001808_Ints13,"[0, 2]","[1, 2]","[0, 0]","[0, 1]","[0, 2]","[0, 2]"
ENSRNOG00000001809_Hrg,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
ENSRNOG00000001813_Dnm1l,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000001816_Rfc4,[0],[1],[2],[1],[0],[0]
ENSRNOG00000001817_Tm7sf3,[2],[2],[0],[1],[2],[2]
ENSRNOG00000001827_Masp1,[0],[0],[0],[0],[1],[1]
ENSRNOG00000001839_Vpreb2,[0],[1],[0],[1],[1],[1]
ENSRNOG00000001840_Rep15,"[2, 2, 2]","[2, 2, 2]","[0, 0, 0]","[1, 1, 1]","[2, 2, 2]","[2, 2, 2]"
ENSRNOG00000001852_Ergic2,"[1, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000001854_Tmtc1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000001864_Tmem191c,[0],[1],[0],[1],[2],[2]
ENSRNOG00000001869_Rab44,"[2, 2]","[1, 1]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000001872_Lrrc74b,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[2, 2]","[2, 2]"
ENSRNOG00000001873_P2rx6,[0],[1],[0],[0],[2],[2]
ENSRNOG00000001874_Slc7a4,"[0, 0]","[0, 1]","[0, 0]","[1, 1]","[0, 2]","[0, 2]"
ENSRNOG00000001877_Med15,"[0, 0]","[0, 1]","[0, 0]","[1, 0]","[0, 2]","[0, 2]"
ENSRNOG00000001878_Klhl22,[0],[0],[0],[0],[0],[0]
ENSRNOG00000001892_Tbx1,[0],[1],[0],[1],[0],[0]
ENSRNOG00000001908_Klhl6,[2],[1],[0],[2],[2],[2]
ENSRNOG00000001923_Tprg1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000001924_Tp63,[1],[1],[2],[0],[1],[1]
ENSRNOG00000001926_Cldn1,[1],[1],[2],[0],[0],[0]
ENSRNOG00000001928_Il1rap,[0],[1],[0],[0],[0],[0]
ENSRNOG00000001957_ste2,[1],[1],[1],[1],[1],[1]
ENSRNOG00000001973_Ugt2a1,"[2, 0, 2, 0, 2, 1, 0, 2, 2]","[2, 0, 2, 0, 2, 1, 0, 2, 2]","[2, 1, 1, 1, 1, 0, 1, 1, 1]","[2, 0, 1, 1, 1, 0, 1, 1, 1]","[2, 2, 0, 1, 1, 0, 1, 1, 1]","[2, 2, 0, 2, 1, 0, 1, 1, 1]"
ENSRNOG00000001979_Rcan1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000001980_Ugt2b35,[0],[0],[2],[1],[1],[2]
ENSRNOG00000001982_Cblb,[0],[1],[2],[0],[1],[1]
ENSRNOG00000001986_LOC498063,[0],[2],[2],[1],[1],[1]
ENSRNOG00000001990_Ugt2b10,"[0, 0, 2]","[0, 0, 2]","[2, 2, 0]","[1, 1, 1]","[1, 1, 1]","[2, 2, 0]"
ENSRNOG00000002011_Gnrhr,[2],[2],[2],[1],[1],[2]
ENSRNOG00000002021_Son,"[1, 2]","[1, 2]","[0, 2]","[0, 2]","[0, 2]","[1, 2]"
ENSRNOG00000002039_Evi5,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002045_Anxa3,"[0, 0, 0, 0, 0]","[1, 1, 1, 1, 0]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 1]","[2, 2, 2, 2, 0]","[1, 1, 1, 1, 1]"
ENSRNOG00000002053_Fras1,"[2, 0, 2, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2]","[2, 1, 2, 1, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1]","[2, 0, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2]","[2, 0, 2, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2]","[2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[2, 0, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2]"
ENSRNOG00000002061_Ptpn13,"[0, 1]","[0, 2]","[0, 0]","[1, 1]","[0, 1]","[0, 0]"
ENSRNOG00000002072_Eva1c,[1],[1],[0],[1],[1],[0]
ENSRNOG00000002073_Brdt,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002079_Mapk10,[1],[1],[0],[1],[1],[0]
ENSRNOG00000002080_Urb1,"[1, 1, 1]","[1, 1, 1]","[0, 2, 0]","[0, 2, 0]","[0, 2, 0]","[1, 1, 1]"
ENSRNOG00000002104_Scaf4,"[0, 1]","[0, 1]","[0, 1]","[0, 0]","[0, 2]","[1, 1]"
ENSRNOG00000002105_Cdc7,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002106_Usp46,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002110_Fam114a1l1,"[0, 2]","[0, 2]","[1, 1]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000002112_Zfp644,[0],[0],[1],[0],[1],[1]
ENSRNOG00000002134_Mpa2l,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[2, 2]","[1, 1]"
ENSRNOG00000002141_Cd200,[0],[1],[0],[0],[1],[1]
ENSRNOG00000002144_Exoc1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002146_Pkd2,[2],[2],[1],[2],[2],[2]
ENSRNOG00000002149_Nkx6-1,[0],[0],[1],[0],[0],[0]
ENSRNOG00000002154_Mepe,"[1, 1, 1, 1]","[1, 1, 1, 1]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]"
ENSRNOG00000002158_Ibsp,[1],[0],[2],[2],[1],[2]
ENSRNOG00000002163_Klf3,[2],[2],[2],[1],[2],[2]
ENSRNOG00000002167_Dmp1,"[2, 0]","[1, 1]","[1, 0]","[2, 0]","[1, 1]","[1, 0]"
ENSRNOG00000002168_Dspp,"[2, 0, 4, 2, 2, 0]","[1, 1, 3, 2, 2, 1]","[1, 2, 2, 2, 2, 1]","[2, 0, 4, 2, 2, 0]","[1, 1, 3, 2, 2, 1]","[1, 2, 2, 2, 2, 1]"
ENSRNOG00000002171_Phldb2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002180_Tbc1d1,[2],[2],[2],[1],[2],[2]
ENSRNOG00000002181_Helq,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000002188_Hpse,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002202_Sowahb,"[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002203_Lin54,[0],[0],[0],[1],[0],[0]
ENSRNOG00000002208_Shroom3,"[1, 1, 1, 1, 1, 1]","[0, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0]"
ENSRNOG00000002210_Hsd17b11,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002212_Hsd17b13,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002214_Klhl8,"[2, 0]","[2, 1]","[2, 0]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000002215_Mylk,"[0, 2, 0, 2]","[1, 1, 0, 2]","[0, 0, 2, 2]","[0, 1, 1, 2]","[0, 2, 0, 2]","[1, 2, 0, 2]"
ENSRNOG00000002218_Stbd1,"[0, 2, 2]","[1, 2, 2]","[0, 2, 0]","[0, 2, 2]","[0, 2, 1]","[0, 2, 1]"
ENSRNOG00000002232_Aff1,"[1, 1]","[2, 2]","[0, 0]","[0, 0]","[1, 1]","[0, 0]"
ENSRNOG00000002238_Sema5b,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002241_Hspbap1,[0],[2],[0],[1],[1],[1]
ENSRNOG00000002246_Slc30a9,[0],[1],[1],[0],[0],[0]
ENSRNOG00000002256_Art3,"[1, 1]","[1, 1]","[1, 1]","[2, 0]","[1, 1]","[2, 0]"
ENSRNOG00000002271_Slain2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002289_Ildr1,"[2, 0]","[1, 0]","[1, 1]","[0, 0]","[1, 0]","[1, 0]"
ENSRNOG00000002291_Brwd3,[1],[1],[0],[2],[1],[1]
ENSRNOG00000002301_Uso1,"[1, 0]","[0, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002312_Atp10d,"[2, 0]","[2, 0]","[2, 0]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000002322_RGD1310587,[1],[0],[0],[0],[0],[0]
ENSRNOG00000002353_Rab3gap2,"[0, 1]","[1, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 0]"
ENSRNOG00000002358_Scpep1,"[0, 0]","[1, 1]","[1, 0]","[0, 0]","[1, 0]","[1, 0]"
ENSRNOG00000002364_Rnf112,[2],[1],[0],[2],[1],[1]
ENSRNOG00000002368_Iars2;ENSRNOG00000002368_Iars2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002369_Rgs8,[0],[1],[1],[0],[1],[1]
ENSRNOG00000002376_Clasp1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002381_Bmp3,[0],[1],[0],[2],[0],[1]
ENSRNOG00000002388_Trim41,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002389_Morf4l2,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000002393_Eprs,"[0, 0, 0, 3]","[1, 1, 1, 0]","[0, 0, 0, 2]","[0, 0, 0, 1]","[0, 0, 0, 3]","[0, 0, 0, 2]"
ENSRNOG00000002403_Fam129a,[0],[0],[0],[0],[0],[0]
ENSRNOG00000002418_Tgfb2,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002443_Mfap3,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002451_Fndc3c1,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","[0, 0, 1, 1, 1]","[1, 1, 1, 0, 0]","[0, 0, 1, 1, 1]","[0, 0, 1, 1, 1]"
ENSRNOG00000002459_Fbxo40,[2],[1],[2],[0],[2],[2]
ENSRNOG00000002461_Nid1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002470_Ifi47,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000002471_Polq,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 1]","[0, 0, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 1]"
ENSRNOG00000002474_Tom1l1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002480_Gpr137b,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002484_Chrna9,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000002511_Flt4,[0],[0],[0],[1],[0],[1]
ENSRNOG00000002512_Gpatch2,[1],[3],[1],[3],[0],[0]
ENSRNOG00000002535_Kif2b,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002542_Heatr6,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002546_Rchy1,"[0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
ENSRNOG00000002569_Mrps14,"[1, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000002578_Serpinb3a,"[2, 0]","[2, 1]","[2, 0]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000002585_Cul4b,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002602_Serpinb12,[1],[2],[1],[1],[1],[2]
ENSRNOG00000002627_Kctd3,[0],[1],[1],[1],[1],[1]
ENSRNOG00000002628_Vom2r32,[1],[1],[1],[1],[1],[1]
ENSRNOG00000002632_Naca,[0],[0],[0],[0],[0],[0]
ENSRNOG00000002641_Vom2r28,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002644_Utp18,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002645_Gemin5,"[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]"
ENSRNOG00000002667_Lamc2,[0],[0],[1],[0],[1],[1]
ENSRNOG00000002669_Cluh,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002680_Lamc1,[0],[0],[1],[0],[1],[1]
ENSRNOG00000002701_Hgd,[0],[1],[1],[0],[1],[1]
ENSRNOG00000002711_Nuf2,"[1, 0, 0, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000002713_Zfp672,[0],[0],[1],[0],[1],[0]
ENSRNOG00000002718_Scgb3a1,[0],[0],[0],[1],[0],[1]
ENSRNOG00000002723_Sele,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002724_Prpsap2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002746_Fstl1,"[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]","[1, 1]"
ENSRNOG00000002748_Ccdc43,[2],[2],[3],[2],[3],[3]
ENSRNOG00000002778_Aatf,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000002791_Bcl2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002797_Gpr156,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]","[0, 0, 0]","[0, 0, 1]","[0, 0, 1]"
ENSRNOG00000002800_Gdpd2,[2],[1],[2],[1],[2],[2]
ENSRNOG00000002820_LOC24906,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
ENSRNOG00000002821_Phlpp1,[0],[0],[1],[1],[0],[0]
ENSRNOG00000002829_Ppbp,[2],[0],[0],[0],[0],[0]
ENSRNOG00000002834_Klb,[0],[0],[0],[1],[0],[0]
ENSRNOG00000002840_Atp5b,[0],[1],[1],[1],[1],[0]
ENSRNOG00000002841_Cdc42bpa,"[1, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000002852_Myo19,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002855_Rfc1,"[0, 2]","[1, 2]","[0, 2]","[0, 1]","[0, 2]","[0, 2]"
ENSRNOG00000002858_Olr1432,"[0, 2, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]"
ENSRNOG00000002862_Clcn5,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002871_Rbm25l1,"[0, 1]","[1, 1]","[0, 1]","[0, 0]","[0, 0]","[0, 1]"
ENSRNOG00000002874_Rbm25,[1],[0],[0],[0],[1],[1]
ENSRNOG00000002875_Klhl20,[0],[1],[0],[0],[0],[0]
ENSRNOG00000002878_Afm,[0],[2],[2],[0],[2],[2]
ENSRNOG00000002883_Alg1,"[1, 2]","[1, 2]","[0, 1]","[0, 0]","[1, 2]","[0, 2]"
ENSRNOG00000002889_Afp,[2],[2],[2],[0],[2],[2]
ENSRNOG00000002895_Nagpa,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002903_Specc1,[0],[0],[2],[0],[1],[1]
ENSRNOG00000002911_Alb,"[2, 2]","[2, 2]","[2, 2]","[0, 0]","[2, 2]","[2, 2]"
ENSRNOG00000002917_Sec14l5,"[1, 1, 0]","[1, 1, 0]","[0, 0, 1]","[0, 0, 2]","[2, 2, 0]","[1, 1, 0]"
ENSRNOG00000002922_Adora2b,[0],[0],[2],[0],[1],[1]
ENSRNOG00000002932_Wdr19,[2],[2],[2],[2],[2],[2]
ENSRNOG00000002953_P2ry4,[1],[1],[1],[1],[2],[2]
ENSRNOG00000002984_Bmp15,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000002986_Efhc2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003018_Olfml2b,[2],[0],[0],[0],[1],[2]
ENSRNOG00000003019_Ubn1,[1],[1],[0],[0],[2],[1]
ENSRNOG00000003059_Optc,[1],[1],[0],[0],[0],[1]
ENSRNOG00000003064_Bst1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000003065_Glyr1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000003067_Npffr2,[1],[2],[0],[0],[1],[1]
ENSRNOG00000003078_Dcaf6,[2],[2],[2],[2],[2],[2]
ENSRNOG00000003081_Ribc1,"[2, 0, 0]","[2, 1, 1]","[2, 0, 0]","[2, 0, 0]","[2, 0, 0]","[2, 0, 0]"
ENSRNOG00000003088_Arhgap31,"[1, 1, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
ENSRNOG00000003095_Fgfbp1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003098_Prom1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003104_Trpv2,"[2, 0]","[2, 1]","[2, 2]","[2, 0]","[2, 1]","[2, 1]"
ENSRNOG00000003109_Btbd17,[1],[0],[0],[2],[0],[0]
ENSRNOG00000003119_Gc,[1],[0],[0],[2],[0],[0]
ENSRNOG00000003134_Slc4a4,"[0, 0]","[0, 0]","[1, 1]","[0, 0]","[1, 1]","[2, 2]"
ENSRNOG00000003158_AABR07037343.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000003170_Nlrp3,[2],[2],[2],[2],[2],[2]
ENSRNOG00000003171_Mpz,[0],[0],[0],[0],[0],[0]
ENSRNOG00000003177_Mat2b,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000003178_Mageh1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000003187_LOC102552920,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003203_Hexim1,[1],[1],[0],[1],[1],[0]
ENSRNOG00000003207_Fmnl1,"[1, 1]","[1, 1]","[0, 0]","[1, 0]","[1, 1]","[0, 0]"
ENSRNOG00000003210_Olr1463,"[1, 0, 0, 0]","[1, 1, 1, 1]","[0, 1, 1, 1]","[2, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000003211_Srp9,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000003218_Zfp286a,"[2, 2, 2, 2, 0]","[2, 1, 2, 2, 0]","[0, 0, 0, 0, 0]","[2, 2, 2, 2, 0]","[1, 1, 1, 1, 0]","[1, 1, 1, 1, 0]"
ENSRNOG00000003219_Trim16,"[0, 2]","[0, 1]","[0, 0]","[0, 2]","[0, 1]","[0, 1]"
ENSRNOG00000003223_Degs1,"[0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1]","[2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000003237_Tp53bp2,[0],[0],[1],[0],[0],[0]
ENSRNOG00000003239_Cant1,[1],[0],[0],[0],[1],[1]
ENSRNOG00000003243_Wdr81,"[2, 2, 2, 2]","[2, 1, 1, 2]","[2, 1, 1, 2]","[2, 0, 1, 2]","[2, 0, 0, 2]","[2, 0, 0, 2]"
ENSRNOG00000003251_B3galt2,[0],[0],[0],[0],[1],[1]
ENSRNOG00000003253_Qdpr,[0],[0],[1],[0],[0],[0]
ENSRNOG00000003263_Lefty1,"[1, 0]","[1, 0]","[1, 1]","[1, 0]","[1, 0]","[1, 0]"
ENSRNOG00000003279_Syce2,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000003281_Mcm9,"[1, 0, 0, 0, 1, 2, 1]","[2, 0, 0, 0, 0, 2, 0]","[2, 0, 0, 0, 0, 2, 0]","[2, 0, 0, 0, 0, 2, 0]","[1, 0, 0, 0, 1, 2, 1]","[2, 0, 0, 0, 0, 2, 0]"
ENSRNOG00000003296_Dck,[0],[1],[1],[1],[1],[1]
ENSRNOG00000003302_Flcn,"[0, 1]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000003307_Gcdh,[2],[0],[1],[0],[1],[1]
ENSRNOG00000003310_Tmem63a,[0],[0],[1],[0],[0],[0]
ENSRNOG00000003346_Fancb,[1],[2],[0],[0],[1],[1]
ENSRNOG00000003388_Cenpf,"[2, 2, 2, 2, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 1, 1, 1, 1, 1]","[2, 1, 1, 1, 0, 0, 0, 0, 0]","[2, 1, 1, 1, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000003399_Hnrnph1,[1],[1],[1],[1],[1],[1]
ENSRNOG00000003401_Gm8225,[1],[1],[1],[1],[0],[0]
ENSRNOG00000003428_Rufy3,[2],[0],[1],[1],[0],[0]
ENSRNOG00000003453_Lypd1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003457_Bicdl2,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[2, 0]","[2, 0]"
ENSRNOG00000003461_Zfp330,"[2, 0]","[1, 0]","[2, 1]","[1, 0]","[2, 1]","[2, 1]"
ENSRNOG00000003468_Capn8,[0],[1],[1],[1],[1],[1]
ENSRNOG00000003486_Mnda,[1],[2],[1],[2],[1],[1]
ENSRNOG00000003495_Prpf8,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003496_Tbc1d9,[0],[2],[0],[2],[1],[1]
ENSRNOG00000003497_Thoc6,[1],[1],[1],[1],[0],[0]
ENSRNOG00000003498_Olr1584,"[1, 1]","[2, 2]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000003509_Olr1588,[0],[0],[0],[1],[0],[0]
ENSRNOG00000003515_Ephx1,"[0, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000003521_Olr1593,"[1, 0, 0, 0, 1]","[2, 0, 0, 0, 2]","[1, 0, 0, 0, 1]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]"
ENSRNOG00000003526_Sytl4,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003536_Rufy1,[0],[0],[0],[1],[0],[1]
ENSRNOG00000003537_Spta1,"[1, 1, 1]","[2, 2, 2]","[1, 1, 1]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000003538_Adamts4,"[2, 2, 2]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[2, 2, 2]"
ENSRNOG00000003546_Tnfrsf12a,[1],[1],[1],[1],[2],[2]
ENSRNOG00000003550_Acbd6,[0],[0],[1],[0],[1],[0]
ENSRNOG00000003562_Susd4,[0],[1],[0],[1],[1],[1]
ENSRNOG00000003567_Ppox,[2],[1],[0],[1],[1],[2]
ENSRNOG00000003569_Gabra6,[1],[0],[0],[2],[1],[1]
ENSRNOG00000003576_Ints2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000003578_Fem1c,[1],[0],[2],[1],[2],[2]
ENSRNOG00000003581_Pou2f1,[0],[1],[0],[2],[0],[0]
ENSRNOG00000003585_Sytl5,"[1, 1]","[2, 2]","[2, 2]","[1, 1]","[1, 1]","[0, 0]"
ENSRNOG00000003595_Lhx4,[2],[2],[2],[2],[2],[2]
